Name,Size,Type,Environment
Bandit Captain (A5E),Medium,Humanoid,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Laboratory, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Bandit Lord,Medium,Humanoid,
Baneling,Small,Fiend,
Bangungot,Large,Fey,
Bannik,M,Fey,urban
Banshee,Medium,Undead,"dungeon, forest, ruins, swamp",VtFX9C9,HXhQ
Banshee (A5E),Medium,Undead,"Ethereal Plane, Forest, Ruin, Shadowfell, Swamp, Tomb"
Baphomet,Huge,Fiend,
Bar Brawl,Huge Swarm,Humanoid,
Barbed Devil,Medium,Fiend,"dungeon, planar"
Barbed Devil (A5E),Medium,Fiend,Hell
Bard,Medium,Humanoid,urban
Barghest,Large,Fiend,"forest, grassland, mountain, underground"
Barlgura,Large,Fiend,"dungeon, planar"
Barometz,Large,Plant,
Barong,Large,Celestial,
Barovian Witch,Medium,Humanoid,
Basilisk,Medium,Monstrosity,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground"
Basilisk (A5E),Medium,Monstrosity,"Caverns, Desert, Hills, Jungle, Mountains, Plane of Earth, Ruin",ftCnvKMMvPyRqMnAahVk,V74,mdg,76KF,YU
Bastet Temple Cat,Small,Monstrosity,urban
Bastian Thermandar,Medium,Humanoid,
Bat,Tiny,Beast,"cave, forest, mountain, underground, urban"
Bat (A5E),Tiny,Beast,"Caverns, Forest"
Bat King,Small,Fey,
"Bat, Giant Albino",Huge,Monstrosity,
"Bat, Giant Vampire",Large,Monstrosity,
Bathhouse Drake,Medium,Dragon,
Battle Mage,Medium,Humanoid,
Battleforce Angel,Medium,Celestial,
Beach weird,L,Elemental,coastal
Bear King,Medium,Fey,"forests, hills"
Bearded Devil,Medium,Fiend,"dungeon, planar"
Bearded Devil (A5E),Medium,Fiend,Hell
Bearfolk,Medium,Humanoid,forests
Bearfolk Chieftain,Medium,Humanoid,
Bearfolk thunderstomper,M,Humanoid,any
Bearing Golem,Medium,Construct,
Bearmit crab,Large,Monstrosity,
Beast of Ill Omen,Large,Monstrosity,
Beastman Cursemaker,Medium,Humanoid,
Beastman Hunter,Medium,Humanoid,
Beastman Warchief,Medium,Humanoid,
Beastman Warrior,Medium,Humanoid,
"Beetle, clacker soldier",S,Beast,underground
"Beetle, clacker swarm",M,Swarm,underground
"Beetle, Giant Bombardier",Medium,Beast,
"Beetle, Giant Snow",Large,Beast,,737pTit54KU,eD7ZIfyaFXnYRSv3Bv,janGaxIpOsCwBXQi,btXxp,QxO3,BiLSMiqZAYPFx9YmFZLL,y2RRAsdvPKWpTonG,9CBcP8o8rzdQwmp
Befouled Weird,Medium,Elemental,
Beggar Ghoul,Medium,Undead,
Behir,Huge,Monstrosity,"cave, mountain, underground"
Behir (A5E),Huge,Monstrosity,"Caverns, Plane of Earth, Ruin",U,cr,sK5lg9yxO85Lm,Ut2s38O3pWhLE
Behir Magus (A5E),Huge,Monstrosity,"Caverns, Plane of Earth, Ruin"
Beholder,Large,Aberration,"cave, dungeon, underground"
Beholder (in lair),Large,Aberration,"cave, dungeon, underground"
Beholder Zombie,Large,Undead,"cave, dungeon, underground"
Behtu,Small,Humanoid,forests
Belashyrra,Medium,Aberration,
Beli,Small,Fey,
Belu,H,Giant,"forest, swamp"
Berberoka,L,Giant,swamp
Bereginyas,Tiny,Fey,mountains
Berserker,Medium,Humanoid,"arctic, cave, desert, forest, grassland, mountain, swamp, urban"
Berserker (A5E),Medium,Humanoid,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
Berserker Horde (A5E),Large,Humanoid,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra",gbvFTTvTRbYss,zfFAO,n6dZRLYMHqUSz,xvPRHHEDQrN,76ZcYYZMDJa4W
Berstuc,Large,Fiend,
Bewailer,Medium,Undead,"dungeon, forest, ruins, swamp"
Bheur Hag,Medium,Fey,arctic
Bhuta,Medium,Undead,
Biclops,Huge,Giant,mountain
Bilwis,Medium,Elemental,
Binturong,Small,Beast,
Biomancer,Medium,Humanoid,
Birgemon seal,M,Aberration,"arctic, underwater"
Black Bear,Medium,Beast,"cave, forest, grassland, mountain",uM485r9DBOffmGdQ,z1lr20,UuHynZxXpsQuy4t
Black Bear (A5E),Medium,Beast,"Forest, Mountains"
Black Circle Agent,Medium,Humanoid,
Black Circle Wizard,Medium,Humanoid,
Black Crier,Medium,Undead,
Black Dracolisk,Large,Dragon,
Black Dragon Wyrmling,Medium,Dragon,swamp
Black Dragon Wyrmling (A5E),Medium,Dragon,Swamp
Black Earth Guard,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, underground",VZdas,cOK1,enQ0nmHe9ZE
Black Earth Priest,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, underground"
Black Great Wyrm (A5E),Gargantuan,Dragon,"lake, swamps"
Black Great Wyrm Spellcaster (A5E),Gargantuan,Dragon,"lake, swamps",cSWa,yeA,X
Black Knight Commander,Medium,Humanoid,
Black patch,L,Ooze,swamp
Black Pudding,Large,Ooze,dungeon
Black Pudding (A5E),Large,Ooze,"Caverns, Ruin, Sewer, Water",90Ztxw4DDOSkO0gK,DU2WK1gfD7Buy,E2kaO66UB2nKuZ,mXUQw7AtQ,8Jm5NgZieO4VNcyPLH,wnG7
Black shuck,L,Fiend,farmland
Black Sun Orc,Medium,Humanoid,
Black Sun Priestess,Medium,Humanoid,
Blackguard,Medium,Humanoid,"underground, urban"
Blackguard (A5E),Medium,Humanoid,"Grassland, Hills, Mountains, Settlement, Temple"
Blagothkus,Huge,Giant,
Blaspheming hand,L,Fiend,any
Bleakheart,Medium,Undead,
Blemmyes,Large,Monstrosity,"hills,mountains"
Blestsessebe,L,Celestial,"grassland, planar"
Blink Dog,Medium,Fey,"forest, grassland"
Blink Dog (A5E),Medium,Fey,"Feywild, Forest, Grassland, Jungle"
Blistercoil Weird,Medium,Elemental,
Bloated Ghoul,Medium,Undead,
Blood barnacle,T,Beast,"coastal, underwater"
Blood drinker vampire,Medium,Undead,
Blood Elemental,Large,Elemental,
Blood flurry,M,Swarm,arctic
Blood giant,Huge,Giant,
Blood Hag,Medium,Fey,
Blood Hawk,Small,Monstrosity,"forest, grassland, mountain"
Blood Hunter,Medium,Humanoid,
Blood Imp,Tiny,Fiend,
Blood Mage,Medium,Humanoid,
Blood Ooze,Large,Ooze,
Blood Orchid,Large,Aberration,underground
Blood Orchid Grand Savant,Huge,Aberration,underground
Blood Orchid Savant,Large,Aberration,underground
Blood Pudding,Medium,Ooze,"swamp, underground",l,j
Blood Witch,Medium,Humanoid,
Blood Zombie,Medium,Undead,
Bloodfray Giant,Huge,Giant,
Bloodhawk (A5E),Small,Beast,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
Bloodsapper,Medium,Aberration,
Bloodstone Sentinel,Large,Construct,
Bloodsuckle,Large,Plant,"forest, grassland"
Bloody Bones,Medium,Monstrosity,"cave, ruins"
Bloom Hydra,Medium,Plant,
Blue Dracolisk,Large,Dragon,
Blue Dragon Wyrmling,Medium,Dragon,desert
Blue Dragon Wyrmling (A5E),Medium,Dragon,Desert
Blue Great Wyrm (A5E),Gargantuan,Dragon,"caves, coastal, desert, oasis"
Blue Great Wyrm Spellcaster (A5E),Gargantuan,Dragon,"caves, coastal, desert, oasis",5fZzQw7yHNEZwnKUj,6Kq,WJQ,WJU9UZC3PHs7h
Blue Slaad,Large,Aberration,planar
Boalisk,Large,Monstrosity,"aquatic, forest"
Boar,Medium,Beast,"forest, grassland"
Boar (A5E),Medium,Beast,Forest
Boar Spirit,Large,Fey,
Bodak,Medium,Undead,"swamp, underground, urban"
Boggard (A5E),Medium,Humanoid,"Jungle, Plane of Water, Sewer, Swamp"
Boggard Bravo (A5E),Medium,Humanoid,"Jungle, Plane of Water, Sewer, Swamp"
Boggard Sovereign (A5E),Large,Humanoid,"Jungle, Plane of Water, Sewer, Swamp",PtR,qta5f30FB9,uxorFNAX4e1,dLw
Boggle,Small,Fey,"forest, grassland, underground, urban",sIK7,D76c8pBBy6,k3WP,Yb5U,luUQnsigxdUXI,6VCwkXAQTcbCQrMYG,uOMYCm9U47EPpEl
Boloti,Tiny,Fey,marshes
Bolt-Thrower (A5E),Small,Construct,"Laboratory, Ruin, Sewer"
Bone Cobbler,Medium,Aberration,underground
Bone Collective,Small,Undead,
Bone collector,S,Undead,"any, badlands"
Bone Colossus,Gargantuan,Undead,
Bone Crab,Small,Beast,aquatic
Bone Devil,Large,Fiend,"dungeon, planar"
Bone Devil (A5E),Large,Fiend,Hell
Bone Golem,Large,Construct,
Bone Knight,Medium,Humanoid,
Bone lord,H,Undead,any
Bone Naga,Large,Undead,"dungeon, ruins"
Bone Swarm,Large,Undead,
Bonepowder Ghoul,Small,Undead,
Boneshard Wraith,Medium,Undead,
Bonespitter,Gargantuan,Monstrosity,
Bonesucker,Large,Aberration,underground
Bookkeeper,Tiny,Construct,
Boomer,Medium,Plant,
Boot Grabber,Small,Aberration,
Borborygmos,Huge,Giant,
Boreal Dragon Wyrmling,Medium,Dragon,
Boreas,Medium,Elemental,
Boreas' Chosen,Medium,Humanoid,
Boreas’ Chosen,Medium,Humanoid,
Borsin (Ape Centaur),Large,Monstrosity,
Bouda,Medium,Fiend,
Brachyura shambler,Medium,Monstrosity,
Brain coral,H,Aberration,underwater
Brain Hood,Tiny,Aberration,
Bramble Blight,Medium,Plant,"forest, grassland, swamp"
Branch Blight,Large,Plant,"forest, grassland, swamp"
Brass Dragon Wyrmling,Medium,Dragon,"cave, underground"
Brass Dragon Wyrmling (A5E),Medium,Dragon,Desert
Brass Man,Large,Construct,planar
Breathstealer,M,Humanoid,"any, urban"
Bridesmaid of Zuggtmoy,Medium,Plant,
Brimstone Locusthound,Medium,Monstrosity,
Brine Sea Serpent,Huge,Dragon,aquatic
Bristled moorbounder,Large,Beast,
Brontosaurus,Gargantuan,Beast,"forest, grassland"
Brontotherium,Huge,Beast,
Bronze Dragon Wyrmling,Medium,Dragon,coast
Bronze Dragon Wyrmling (A5E),Medium,Dragon,Water
Bronze Golem,Large,Construct,
Bronze Lion,Medium,Humanoid,
Brood Butcher,Huge,Aberration,
Brood Monitor,Huge,Aberration,
Broodiken,Tiny,Construct,
Broodmother of Leng,Huge,Aberration,
Broom of Animated Attack,Small,Construct,
Brother Ox,Huge,Fey,
Brown Bear,Large,Beast,"cave, forest"
Brown Bear (A5E),Large,Beast,"Feywild, Forest, Mountains"
Brownie,T,Fey,"farmland, forest, urban"
Brownie beastrider,T,Fey,"farmland, forest, urban"
Brownie mystic,T,Fey,"farmland, forest, urban"
Brumalek,S,Beast,"arctic, mountains"
Brume,Large,Aberration,
Bucca,Tiny,Fey,
Bugbear,Medium,Humanoid,"cave, dungeon, forest, mountain, ruins, urban"
Bugbear (A5E),Medium,Humanoid,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp"
Bugbear Assassin,Medium,Humanoid,"cave, dungeon, forest, mountain, ruins, urban"
Bugbear Champion of Hruggek,Medium,Humanoid,"cave, dungeon, forest, mountain, ruins, urban"
Bugbear Chief,Medium,Humanoid,"cave, dungeon, forest, mountain, ruins, urban",lvHg2H2kzL,oyEuPSG,Q0yGGW0JOY,Cc,0K0jrBggEs,J6dBOI1RWgt1Eiw0U3Gq,gR,RF,zDw
Bugbear Chief (A5E),Medium,Humanoid,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp",G4395yqZKt,tcyZTR4,luSIUvWCkjG82,ViCm7j
Bukavac,Large,Monstrosity,"forests,marshes"
Bulbous Violet,Medium,Plant,
Bulette,Large,Monstrosity,"cave, desert, grassland, mountain, underground",BxSBZzKCcBSa60SlqM,TD,tBwwiI2Xk,s75,cpG4BrkGlg5C2Tsb8y,mKqVkXsvn0,VJYpu1PPZRFyX,sqFiJu,uetenLrC90J,LtkSy81QW,09C4knPdPRUjzYq86tAM,OW65ttTArRl,aofn3ex,j7J
Bulette (A5E),Large,Monstrosity,"Desert, Forest, Grassland, Hills, Mountains, Plane of Earth, Ruin, Settlement"
Bulgasari,Huge,Monstrosity (Bul),"forests, urban"
Bull,Large,Beast,
Bullywug,Medium,Humanoid,"coast, swamp"
Bullywug Chief,Medium,Humanoid,"coast, swamp"
Bullywug Hunter,Medium,Humanoid,"coast, swamp"
Bullywug Shaman,Medium,Humanoid,"coast, swamp"
Bungisngis,Huge,Giant,
Buraq,Medium,Celestial,
Burinkatada,Gargantuan,Giant,"coastal, urban, forests"
Burning Dervish,Medium,Fiend,planar
Burning Skeleton,Medium,Undead,
Burrow Shark,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, underground"
Burrowling,Small,Fey,plains
Busaw,Large,Giant,
Butatsch,Gargantuan,Aberration,
Cackler,Small,Fiend,
Cackling Skeleton,Medium,Undead,
Cactid,Large,Plant,desert
Cacus giant,Huge,Giant,
Cadaver,Medium,Undead,
Cadaver Lord,Medium,Undead,
Cadaver Sprite,Tiny,Undead,
Caldera kite,L,Monstrosity,mountains
Caltrop Golem,Medium,Construct,
"Camazotz, Demon Lord of Bats and Fire",Large,Fiend,
Cambion,Medium,Fiend,"dungeon, planar, urban"
Cambion (A5E),Medium,Fiend,"Abyss, Desert, Hell, Hills, Ruin, Settlement, Temple"
Cambium,Large,Fiend,urban
Camel,Large,Beast,desert
Camel (A5E),Large,Beast,"Desert, Settlement"
Cannibal Reaver (A5E),Medium,Fiend,"Abyss, Desert, Grassland, Hills, Jungle, Mountains, Settlement"
Captain Othelstan,Medium,Humanoid,
Capybear,M,Monstrosity,"forest, swamp"
Carbuncle,Small,Monstrosity,forest
Caretaker weevil,M,Beast,"farmland, forest"
Carnivorous ship,Gargantuan,Monstrosity,
Carnivorous Sod,Medium,Plant,
carrier mosquito,Large,Beast,
Carrion Beetle,Large,Beast,
Carrion Crawler,Large,Monstrosity,"cave, dungeon, underground"
Caryatid Column,Medium,Construct,
Cat,Tiny,Beast,urban
Cat (A5E),Tiny,Beast,Settlement
Catamount,L,Monstrosity,"badlands, mountains"
Category 1 Krasis,Medium,Monstrosity,
Category 2 Krasis,Large,Monstrosity,
Category 3 Krasis,Huge,Monstrosity,
Caterprism,Large,Monstrosity,planar
Catoblepas,Large,Monstrosity,swamp
Catonoctrix,L,Aberration,"badlands, planar"
Cats of Ulthar,Huge swarm,Beast,
Catscratch,Huge,Aberration,
Catterball,S,Fey,"forest, urban"
Cauldronborn,Small,Construct,
Caustic Crawler,Medium,Monstrosity,
Cave Bear (A5E),Large,Beast,Caverns
Cave Cricket,Small,Beast,underground
Cave Dragon Wyrmling,Medium,Dragon,
Cave Drake,Large,Dragon,
Cave Eel,Medium,Beast,"cave, dungeon"
Cave Fisher,Large,Monstrosity,underground
Cave giant,Huge,Giant,
Cave Giant Shaman,Huge,Giant,
cave goat,Small,Beast,
Cave Leech,Large,Beast,underground
Cave mimic,G,Monstrosity,"any, underground"
Cave Ogre (A5E),Large,Giant,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Swamp, Tundra"
Cave Shamman,Huge,Giant,
Cave sovereign,H,Aberration,underground
Cave Troll (A5E),Large,Giant,Caverns
Cave Wyrmling Dragon,Medium,Dragon,"ruins,underground"
Cavefish Zombie,Medium,Undead,
Cavelight Moss,Large,Plant,"ruins,underground"
Centaur,Large,Monstrosity,"coast, desert, grassland"
Centaur (A5E),Large,Fey,"Feywild, Forest, Grassland"
Centaur Chieftain,Large,Monstrosity,
Centaur Mummy,Large,Undead,
Centaur Skeleton,Large,Undead,
Centipede Nest,Medium,Beast,
Cerebral Stalker,Medium,Aberration,
Chain Devil,Medium,Fiend,"dungeon, planar"
Chain Devil (A5E),Medium,Fiend,Hell
Chain Worm,Large,Beast,underground
Chained Angel,Medium,Celestial,
Chained One Chain Devil Variant (A5E),Medium,Fiend (Devil),
Chainer Geist,Medium,Undead,
Chamaelean,Small,Humanoid,
Chamberlain of Zuggtmoy,Large,Plant,
Chameleon Hydra,Huge,Monstrosity,
Champion,Medium,Humanoid,"desert, urban"
Champion of Ravens,Medium,Celestial,
Champion Warrior (A5E),Medium,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Settlement, Swamp, Temple, Tundra, Water"
Chamrosh,Medium,Celestial,
Chang Nam,Tiny,Monstrosity,"forests, coastal"
Changeling,Medium,Humanoid,
Chaos creeper,M,Plant,hills
Chaos Knight,Medium,Fiend,
Chaos raptor,G,Monstrosity,mountains
Chaos-Spawn Goblin,Small,Humanoid,
Chasme,Large,Fiend,"dungeon, planar"
Chatterlome,Medium,Fiend,
Chelicerae,Large,Aberration,badlands
Chemosit,M,Fiend,forest
Chernomoi,Tiny,Fey,urban
Cherufe,Huge,Elemental,
Child of the Briar,Tiny,Plant,forests
Child of Yggdrasil,Large,Aberration,
Chill Haunt,Medium,Undead,
Chimera,Large,Monstrosity,mountain
Chimera (A5E),Large,Monstrosity,"Desert, Feywild, Forest, Grassland, Hills, Mountains, Sewer, Swamp, Tundra, Water"
"Chimera, royal",H,Monstrosity,"badlands, forest",cP7TrCGpEZ8nFE,xu6rILb,orlKv6zj5DH2iX,4of8P,tYJekhWfYVEThg,gdDpE,SxBnwi,qidtW7L,rQ5N
Chimeric Phantom,Medium,Undead,
Chitine,Small,Monstrosity,underground
Choker,Small,Aberration,
Choldrith,Medium,Monstrosity,underground
Chort Devil,Medium,Fiend,
Chosen Cultist,Medium,Humanoid,
Chroma lizard,L,Beast,grassland
Chronalmental,Large,Elemental,
Chronomatic Enchancer,Large,Construct,
Chronomatic Enhancer,Large,Construct,
Chuhaister,Large,Giant,
Chupacabra,Small,Monstrosity,"forest, urban"
Church Grim,Medium,Monstrosity,
Churr,Large,Monstrosity,forest
Chuul,Large,Aberration,"aquatic, coast"
Chuul (A5E),Large,Aberration,"Caverns, Plane of Water, Water"
Chuul Spore Servant,Large,Plant,
Cikavak,Tiny,Fey,
Cimota,Medium,Undead,
Cimota Guardian,Medium,Undead,
Cinderslag Elemental,Large,Elemental,
Cipactli,Medium,Fiend,
City Watch Captain,Medium,Humanoid,urban
Clacking Skeleton,Medium,Undead,
Clamor,Medium,Aberration,
Clasp Cutthroat,Medium,Humanoid,
Clasp Enforcer,Medium,Humanoid,
Clawfoot,Medium,Beast,
Clay Golem,Large,Construct,"dungeon, ruins, urban"
Clay Guardian (A5E),Large,Construct,"Laboratory, Ruin, Temple, Tomb"
Climbing vine,M,Plant,"mountains, urban"
Cloaker,Large,Aberration,"cave, dungeon, underground"
Cloaker (A5E),Large,Aberration,"Caverns, Laboratory, Sewer"
Clockwork Abomination,Large,Construct,
Clockwork Archon,Gargantuan,Construct,
Clockwork armadillo,S,Construct,urban
Clockwork Assassin,Medium,Construct,
Clockwork Beetle,Tiny,Construct,
Clockwork Beetle Swarm,Large Swarm,Construct,
Clockwork conductor,S,Construct,urban
Clockwork Dragon,Large,Construct,
Clockwork Hound,Medium,Construct,"forests,urban"
Clockwork Huntsman,Medium,Construct,"forests,urban"
Clockwork Leech,Medium,Construct,
Clockwork Mantis,Large,Construct,
Clockwork Myrmidon,Large,Construct,"forests,plains,urban"
Clockwork Pest,Tiny,Construct,
Clockwork pugilist,M,Construct,urban
Clockwork scorpion,L,Construct,urban
Clockwork Sentinel (A5E),Medium,Construct,"Laboratory, Ruin, Sewer"
Clockwork Servant,Medium,Construct,
Clockwork Soldier,Medium,Construct,
Clockwork tactician,M,Construct,urban
Clockwork Tiger,Large,Construct,
Clockwork Watchman,Medium,Construct,urban
Clockwork Weaving Spider,Tiny,Construct,urban
Cloud Giant,Huge,Giant,"mountain, planar"
Cloud Giant (A5E),Huge,Giant,"Mountains, Plane of Air",DpzVM,b8hezTEhWDzLzwGe,cBWkl2cCMoMA73tIonXo,ejQ8BOm,SxmlxpQlzN2,cUOR9yyPP
Cloud Giant Noble (A5E),Huge,Giant,"Mountains, Plane of Air"
Cloud Giant Smiling One,Huge,Giant,mountain
Cloudhoof assassin,M,Beast,mountains
Clurichaun,Tiny,Fey,urban
Coastline reaper,L,Monstrosity,"coastal, underwater",RdErq2mI7BRTb,vnyhzWrdzcgRUHh,JUSCpHNNkbfoCUS1z,73IVqBra3XOd9EU,iOqE9Klt90xg5IcmkqR,oes1KuM2Fo,hE,CNkz8wsBnnIzs,ncxHgyn9RzpgoNRrTa6,wskaq,fU9ZuyWbtpZIJFT8T2P,dK7,QltJIwTV,8x3tOtuSIQsVlG,4u4jYm9,AghzML0rVaheXMD3267C,jotp
Cobalt Golem,Huge,Construct,
Cobbleswarm,Medium swarm,Monstrosity,"ruins,underground,urban",YKoTYGY7nCyYdCVo5zJ
Cobra Flower,Large,Plant,forest
Cockatrice,Small,Monstrosity,"forest, grassland, swamp",O6,uTwkcyvar2,2Zk64NkziXND80peprDr,5LEN,im1YVeGh57
Cockatrice (A5E),Small,Monstrosity,"Desert, Grassland, Hills, Jungle, Mountains, Ruin, Swamp"
Coconut Crab,Small,Beast,"coastal, sea",2VdIUa3TvtR,BghfRVT6GU8q,ZcLW74,B5JDlZZDJZ,A75AKarqW,WTcZo5
Coffer Corpse,Medium,Undead,underground
Cold Snap Spirit,Medium,Elemental,
Collais,Large,Monstrosity,
Colláis,Large,Monstrosity,
Colossal Ape,Gargantuan,Beast,forests
Colossal King Ape,Gargantuan,Beast (titan),forests
Commander of Horn and Gold,Medium,Fey,
Commoner,Medium,Humanoid,urban
Commoner (A5E),Medium,Humanoid,Settlement
Commoner Mob (A5E),Huge,Humanoid,Settlement
Compsognathus,Tiny,Beast,
Conclave Dryad,Medium,Fey,
Conjoined Queen,Large,Monstrosity,
Conjurer,Medium,Humanoid,urban
Conniption bug,S,Beast,"coastal, swamp, underwater"
Constrictor Snake,Large,Beast,"forest, swamp"
Constrictor Snake (A5E),Large,Beast,"Jungle, Swamp"
Cooshee,Medium,Monstrosity,forest
Copper Dragon Wyrmling,Medium,Dragon,"cave, desert, grassland",3bkN5Q5FTKCSH,3VYw2O9,yhZ,kTCZLgqvOp,DuNzrplW,HZ9,ncbjM5PBS9
Copper Dragon Wyrmling (A5E),Medium,Dragon,"Hills, Mountains"
Copperkill slime,H,Ooze,"underground, urban",eSd5aXQhiY7NMGkuo,NtJDRa,OUcphxCqPpcniGDXRnA,JQA70mAhX,OozupRhXBzJ
Coral Drake,Medium,Dragon,aquatic
Coralfish (A5E),Small,Monstrosity,"Plane of Water, Water"
Coralfish Cockatrice Variant (A5E),Small,Monstrosity,aquatic
Core Spawn Crawler,Small,Aberration,
Core Spawn Emissary,Medium,Aberration,
Core Spawn Seer,Medium,Aberration,
Core Spawn Worm,Gargantuan,Aberration,
Corpse Mound,Huge,Undead,
Corpse Rook,Large,Monstrosity,grassland
Corpse Theif,Medium,Humanoid,
Corpse Thief,Medium,Humanoid,
Corpse Worm,Large,Monstrosity,
Corpselight moth,L,Beast,"forest, planar"
Corpsespinner,Huge,Monstrosity,planar
Corpsespun,Medium,Undead,planar
Corrupted Ogre Chieftain,Large,Giant,
Corrupted Pixie,Tiny,Fiend,
Corrupted Unicorn (A5E),Large,Celestial,"Feywild, Forest, Jungle"
Corrupting Ooze,Large,Ooze,
Cosmic symphony,L,Celestial,planar
Cosmopolitan Alchemist (A5E),Medium,Humanoid,"Desert, Forest, Hills, Jungle, Laboratory, Settlement, Swamp"
Cosmotronic Blastseeker,Medium,Humanoid,
Couatl,Medium,Celestial,planar
Couatl (A5E),Medium,Celestial,"Astral Plane, Desert, Jungle"
Counterflux blastseeker,medium,Humanoid,
Coven Green Hag (A5E),Medium,Fey,"Caverns, Feywild, Forest, Jungle, Ruin, Settlement, Shadowfell, Swamp"
Coven Horror,Large,Monstrosity,
Coven Night Hag (A5E),Medium,Fey,"Caverns, Feywild, Forest, Hell, Jungle, Ruin, Settlement, Shadowfell, Swamp",KqqzqM9,5UoxFF,YHp9avz5drLcB72U,IZ7PsWW3El,YHr09Lf5lnYYdbaCAq1,xrvRTLQDKyzfjcM,OJay4NofkK4OrRC
Coven Sea Hag (A5E),Medium,Fey,"Feywild, Plane of Water, Water"
Coven Winter Hag (A5E),Medium,Fey,Tundra
Cow,Large,Beast,urban
Cow (Ox),Large,Beast,urban
Crab,Tiny,Beast,"aquatic, coast"
Crab (A5E),Tiny,Beast,Water
"Crab, duffel",L,Monstrosity,"coastal, underwater",OnmMKC,d5Qpl1b4jNgx
"Crab, razorback",M,Beast,"farmland, grassland"
"Crab, samurai",M,Beast,"coastal, underwater"
Crabman,Large,Monstrosity,aquatic
Crag Cat,Large,Beast,
Cranium Rat,Tiny,Beast,"underground, urban"
Crawling Claw,Tiny,Undead,"dungeon, ruins, swamp"
Crested Eagle,Medium,Beast,
Crime Boss (A5E),Medium,Humanoid,Settlement
Crimson Basilisk,Medium,Monstrosity,underground
Crimson Drake,Tiny,Dragon,forests
Crimson Mist,Medium,Undead,"swamp, underground"
Crimson Shambler,Medium,Plant,
Crinaea,Medium,Fey,
Crocodile,Large,Beast,"aquatic, coast, swamp"
Crocodile (A5E),Large,Beast,"Swamp, Water"
Crocodile Spirit,Huge,Fey,"sea, coastal"
Crocotta,Medium,Monstrosity,
Crowlock,Tiny,Monstrosity,
Crusher (A5E),Large,Construct,"Laboratory, Ruin, Sewer"
Crushing Wave Priest,Medium,Humanoid,"aquatic, cave, coast, grassland, swamp, underground"
Crushing Wave Reaver,Medium,Humanoid,"aquatic, cave, coast, grassland, swamp, underground"
Cryoceros,Large,Monstrosity,
Crypt Spider,Medium,Beast,
Crypt Thing,Medium,Undead,underground
Crystal Elemental,Medium,Elemental,
Crystalline Devil,Medium,Fiend,"ruins,underground,urban"
Crystalline Dragon,Huge,Dragon,
Crystalline Monolith,Huge,Aberration,
Crystalline Sliver,Large,Monstrosity,
Crystallite,L,Giant,"mountains, underground"
Cueyatl,Small,Humanoid,
Cueyatl Moon Priest,Small,Humanoid,
Cueyatl Sea Priest,Small,Humanoid,
Cueyatl warchief,S,Humanoid,coastal
Cueyatl Warrior,Small,Humanoid,
Culicoid,Large,Fiend,
Cult Fanatic,Medium,Humanoid,"dungeon, urban"
Cult Fanatic (A5E),Medium,Humanoid,"Desert, Forest, Hills, Jungle, Ruin, Settlement, Sewer, Temple"
Cult Priest,Medium,Humanoid,
Cultist,Medium,Humanoid,"dungeon, urban",CX152tEZMjY,wQrl,I7H1zjM1r3YNK,DK8m0HXgnZMDpjQU1a,klP0,8,vi6PLCsTAiMguBS,1rwIkZWigLCgp,i2c3O7wt6,fYd,xFHxi,UE2R9J7ATc,VHYpJ0,CXco8rdKRsKRrL2tNgPW
Cultist (A5E),Medium,Humanoid,"Desert, Forest, Hills, Jungle, Ruin, Settlement, Sewer, Temple"
Cultist Psychophant,M,Humanoid,"any, urban"
Cutthroat (A5E),Medium,Humanoid,"Ruin, Settlement, Sewer"
Cyclops,Huge,Giant,"cave, coast, grassland, mountain, ruins, swamp"
Cyclops (A5E),Huge,Giant,"Desert, Grassland, Hills, Mountains, Plane of Earth, Ruin, Swamp"
Cyclops Myrmidon (A5E),Huge,Giant,"Desert, Grassland, Hills, Mountains, Plane of Earth, Ruin, Swamp"
Cyclops Myrmidon Cyclops Variant (A5E),Huge,Giant,"forests, caves"
Cyclops Stormcaller,Large,Giant,
"Cyclops, Kabandha",Large,Giant,
Cyonaxin,M,Celestial,"grassland, planar"
Daeodon,L,Beast,"forest, grassland"
Dagon,Large,Fiend,"aquatic, planar"
"Dakini, simhamukkha",Huge,Celestial,
Danag,Large,Celestial,
Dancing Foliage,Medium,Plant,
Dao,Large,Elemental,"cave, dungeon, mountain, planar, underground"
