Name,Size,Type,Environment
Mambabarang,Medium,Humanoid,
Mameleu,Huge,Dragon,"coastal, sea"
Mameleu Hatchling,Large,Dragon,"coastal, sea"
Mammon,Huge,Fiend,
Mammon - Archduke of Greed,Huge,Fiend,
Mammoth,Huge,Beast,arctic
Mammoth (A5E),Huge,Beast,Tundra
Mammoth Beetle,Huge,Beast,"cave, underground"
Mamura,Small,Aberration,"badlands,ruins,underground"
Manabane Scarab Swarm,Medium,Beast,desert
Manananggal,Medium,Undead,
Manastorm Golem,Medium,Construct,
Mandarangkal,Medium,Monstrosity,urban
Mandragora,Small,Plant,forest
Mandrake,Tiny,Plant,
"Mandrake, Great",Tiny,Plant,
Mandriano,Large,Plant,
"Mandriano, Ancient",Huge,Plant,
Mandrill,Small,Beast,forest
Manes,Small,Fiend,"dungeon, planar"
Manggus,Large,Giant,
Mangrove Treant,Huge,Plant,
Manta Ray,Small,Beast,
Mantari,Medium,Monstrosity,underground
Manticore (A5E),Large,Monstrosity,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Tundra"
"Mantik, barbed king of the manticores",Huge,Monstrosity,
Map Mimic,Tiny,Aberration,"ruins,underground"
Maranhig,Medium,Undead,
Margoyle,Medium,Monstrosity,"aquatic, underground"
Mari Lwyd,Large,Undead,
Marid,Large,Elemental,"aquatic, coast, dungeon, planar, swamp"
Marid (A5E),Large,Elemental,"Plane of Water, Water"
Marilith,Large,Fiend,"dungeon, planar"
Marilith (A5E),Large,Fiend,Abyss
Marine Basilisk,Large,Monstrosity,"aquatic, cave, coast, dungeon, ruins, swamp, underground"
Markupo,Huge,Dragon,"mountains, forests"
Marlos Urnrayle,Medium,Monstrosity,
Marlos Urnrayle (in lair),Medium,Monstrosity,
Marsh Dire,Medium,Undead,
Martial Arts Adept,Medium,Humanoid,urban
Mask Wight,Medium,Undead,
Masked Killer,Medium,Humanoid,
Massive Malleable,Gargantuan,Aberration,
Master Adranach,Gargantuan,Construct,
Master Assassin (A5E),Medium,Humanoid,"Desert, Forest, Settlement, Sewer"
Master of Cruelties,Large,Fiend,
Master of Demon Mountain,Medium,Humanoid,
Master of the Five Spires,Medium,Humanoid,
Master Thief,Medium,Humanoid,urban
Master Thief (A5E),Medium,Humanoid,"Settlement, Sewer"
Mastiff,Medium,Beast,urban
Mastiff (A5E),Medium,Beast,Settlement
Mastodon,Huge,Beast,"forest, grassland"
Matriarch Serpentine Lamia,Large,Monstrosity,
Mavka,Medium,Undead,
Maw Demon,Medium,Fiend,underground
Mbielu,Huge,Beast,"aquatic,marshes,plains"
Mead Archon,Medium,Celestial,
"Mechuiti, Demon Lord of Apes",Gargantuan,Fiend,
Medusa,Medium,Monstrosity,"cave, dungeon, mountain, ruins, urban"
Medusa Queen (A5E),Medium,Monstrosity,"Caverns, Desert, Forest, Jungle, Mountains, Plane of Earth, Settlement, Tundra"
Meenlock,Small,Fey,"forest, swamp, urban"
Meerkat,T,Beast,grassland
"Meerkats, swarm",M,Swarm,grassland
"Megafauna, Megalania",Huge,Beast,"mountains, plains, forests"
"Megafauna, Moa",Large,Beast,"mountains, plains, forests"
Megaloceros,Huge,Beast,
Megantereon,M,Beast,grassland
Megapede,Large,Monstrosity,
Mei Jiao Shou,Gargantuan,Beast,
Merchant Captain,M,Humanoid,urban
Merclops Cyclops Variant (A5E),Huge,Giant,"aquatic, coastal"
Merfolk,Medium,Humanoid,aquatic
Merfolk (A5E),Medium,Humanoid,Water
Merfolk Hydromancer,Medium,Humanoid,"aquatic, coast"
Merfolk Knight (A5E),Medium,Humanoid,Water
"Merfolk, Amanbuti",Medium,Humanoid,"coastal, sea"
"Merfolk, Kataw",Medium,Fey,"coastal, sea"
"Merfolk, Magindara",Medium,Aswang,"sea, coastal"
Merrow,Large,Monstrosity,aquatic
Merrow (A5E),Large,Monstrosity,"Swamp, Water"
Merrow Mage (A5E),Large,Monstrosity,"Swamp, Water"
Merrow Shallowpriest,Large,Monstrosity,
Metee-Kolen-Ol,Medium,Humanoid,
Mi-Go,Medium,Plant,
Midnight Peddler,Medium,Fey,
Midnight sun,L,Aberration,arctic
Might Sliver,Large,Monstrosity,
Millitaur,Large,Monstrosity,forests
Mimic,Medium,Monstrosity,dungeon
Mimic (A5E),Medium,Monstrosity,"Caverns, Desert, Laboratory, Ruin"
"mimic, map",Tiny,Monstrosity,
mind drinker vampire,Medium,Undead,
Mind Flayer,Medium,Aberration,"dungeon, underground, urban"
Mind Flayer Arcanist,Medium,Aberration,"dungeon, underground, urban"
Mind Flayer Lich (Illithilich),Medium,Undead,underground
Mind Mage,Medium,Humanoid,
Mindrot Thrall,Medium,Plant,
Mindshard,S,Aberration,grassland
Mindwitness,Large,Aberration,underground
Mineral Ooze,Large,Ooze,
Minor Malleable,Medium,Aberration,
Minotaur,Large,Monstrosity,"cave, dungeon, ruins, underground"
Minotaur (A5E),Large,Monstrosity,"Abyss, Caverns, Plane of Earth"
Minotaur Champion (A5E),Huge,Monstrosity,"Abyss, Caverns, Plane of Earth"
"Minotaur, Lost",Large,Undead,
"Minotaur, Priestess",Large,Monstrosity,
"Minotaur, ravening",L,Monstrosity,"desert, grassland, urban"
Minstrel (A5E),Medium,Humanoid,"Feywild, Forest, Settlement"
Mirage Monster (A5E),Huge,Monstrosity,"Caverns, Desert, Laboratory, Ruin"
Mirager,Medium,Fey,"badlands,desert"
Miraj Vizann,Medium,Humanoid,
Miremal,Small,Fey,marshes
Mirror Hag,Medium,Fey,
Mistress of Midnight Teeth,Small,Fey,
Mite,Small,Fey,underground
Mngwa,Medium,Aberration,"badlands,forests,plains"
Moderate Malleable,Large,Aberration,
Mold Zombie,Medium,Undead,
Molten Spider,Medium,Beast,"mountain, dungeon, planar"
Monarch Skeleton,Medium,Undead,
Mongrelfolk,Medium,Humanoid,
Monitor Lizard,Small,Beast,
Monk of the Scattered Sands,Medium,Humanoid,"desert, urban"
Monkey King,Medium,Celestial,
Monkey’s bane vine,L,Plant,forest
Monodrone,Medium,Construct,planar
Monolith Champion,Large,Construct,
Monolith Footman,Large,Construct,
Monstrous Crayfish,Large,Beast,aquatic
Moon Drake,Medium,Dragon,
Moon Nymph,Medium,Aberration,
Moon weaver,S,Beast,forest
Moon-Beast,Large,Aberration,
Moonchild Naga,Large,Monstrosity,
Moonkite,Large,Celestial,
Moonlit King,Medium,Fey,
Moonweb,M,Aberration,planar
Moorbounder,Large,Beast,
Mordakhesh,Medium,Fiend,
Mordant Snare,Gargantuan,Aberration,"ruins,underground"
Morko,Small,Fey,
Morkoth,Medium,Aberration,"coast, aquatic"
Morphlit,Small,Aberration,
Morphoi,Medium,Plant,aquatic
Mortifera,L,Aberration,swamp
Mosasaur,Huge,Beast,
Moss Lurker,Small,Humanoid,"forests,marshes,ruins,underground"
Mountain Dryad,Huge,Fey,
Mountain Dwarf Defender (A5E),Medium,Humanoid,"Hills, Mountains"
Mountain Dwarf Lord (A5E),Medium,Humanoid,"Hills, Mountains"
Mountain Dwarf Soldier (A5E),Medium,Humanoid,"Caverns, Mountains"
Mountain giant,Gargatuan,Giant,
Mountain Kyeryong,Small,Monstrosity,mountains
Mountain Nymph,Medium,Fey,
Mountain Strider,Large,Monstrosity,
Mouse King,Small,Fey,
Mousedeer,Small,Beast,
Mouth of Grolantor,Huge,Giant,grassland
Mud Golem,Small,Construct,
Mud Mephit,Small,Elemental,"coast, dungeon, forest, planar, swamp, urban"
Mudmutt,L,Monstrosity,swamp
Mule,Medium,Beast,urban
Mule (A5E),Medium,Beast,"Grassland, Settlement"
Mulyong,Medium,Beast (Mul),aquatic
Mummy,Medium,Undead,"desert, dungeon"
Mummy (A5E),Medium,Undead,"Desert, Ruin, Shadowfell, Temple, Tomb"
Mummy Lord,Medium,Undead,"desert, dungeon"
Mummy Lord (A5E),Medium,Undead,"Desert, Ruin, Shadowfell, Temple, Tomb"
Mummy of the Deep,Medium,Undead,aquatic
"Mummy, Scroll",Medium,Undead,
"Mummy, Venomous",Medium,Undead,"desert,ruins,underground"
Muraenid,L,Monstrosity,underwater
Murder Crow,Medium,Undead,
Murgrik,Large,Aberration,
Murmuring Worm (A5E),Huge,Aberration,"Astral Plane, Caverns, Laboratory, Sewer"
Musang,Tiny,Beast,
Musk deer,T,Beast,"arctic, forest"
"Musk deer, swarm",M,Swarm,"arctic, forest"
Mustard Jelly,Large,Ooze,swamp
Mustbairn Halfling Druid (A5E),Small,Humanoid,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
Myconid Adult,Medium,Plant,underground
Myconid Sovereign,Large,Plant,underground
Myconid Sprout,Small,Plant,underground
Mydnari,Medium,Humanoid,
Myling,Small,Undead,
Myr,Small,Construct,
Myr Battlesphere,Huge,Construct,
Myrmex,M,Elemental,"planar, underground"
Mysterious Starcaller,Medium,Celestial,planar
Mystic,Medium,Humanoid,
Mystic Spellblade,Medium,Humanoid,"coast, forest, grassland, urban"
Mytholabe,Large,Construct,
Nachzehrer,Medium,Undead,
Naergoth Bladelord,Medium,Undead,dungeon
"Naga, Moonchild",Large,Monstrosity,
"Naga, Swamp",Large,Monstrosity,
Nagaji Monk,Medium,Humanoid,
Nagaji Warrior,Medium,Humanoid,coastal
Naiad (A5E),Medium,Fey,"Forest, Jungle"
Naina,Large,Dragon,
Naizu-Ha,Small,Fey,
Nalfeshnee (A5E),Large,Fiend,Abyss
Nalusa Falaya,Medium,Aberration,
Nariphon,H,Plant,"badlands, grassland"
Narrak,Small,Humanoid,
Narshark,Large,Monstrosity,
Nautiloid,G,Elemental,"planar, underwater"
Necrophage Ghast,Medium,Undead,
Necrotech bonecage constrictor,H,(undead),any
Necrotech reaver,H,Undead,any
Necrotech thunderer,H,Undead,any
"Necrotech, Bone Colossus",Gargantuan,Undead,
Necrotic Tick,Tiny,Beast,
Neogi Hatchling,Tiny,Aberration,"grassland, underground"
Neogi Master,Medium,Aberration,"grassland, underground"
Neophron,Medium,Fiend,
Neothelid,Gargantuan,Aberration,underground
Nephirron Devil,Huge,Fiend,
Nephys,Medium,Humanoid,
Nereid,Medium,Fey,
Nergalid (Devil Toad),Large,Fiend,
Neronvain,Medium,Humanoid,
Nessk Champion,Large,Monstrosity,
Nessk Charmer,Medium,Monstrosity,
Ngobou,Large,Beast,plains
Nharyth,Huge,Aberration,
nichny,Medium,Fey,
Night Hag,Medium,Fiend,"planar, underground"
Night Hag (A5E),Medium,Fey,"Caverns, Feywild, Forest, Hell, Jungle, Ruin, Settlement, Shadowfell, Swamp"
Night Hag (coven),Medium,Fiend,"planar, underground"
Night Scorpion,Large,Beast,
Nightgarm,Large,Monstrosity,
nightgaunt,Large,Aberration,
"Nightgaunt, Khoori",Medium,Monstrosity,
Nightmare (A5E),Large,Fiend,"Abyss, Hell, Shadowfell"
nightveil specter,Medium,Undead,
Nihileth,Large,Undead,
Nihilethic Zombie,Medium,Undead,
Nilbog,Small,Humanoid,"grassland, underground"
Ningyo,Small,Aberration,
Ninja,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Niv-Mizzet,Gargantuan,Dragon,
Nivix Cyclops,Large,Giant,
Niya-atha raja,M,Fey,forest
Niya-atha sorcerer,M,Fey,forest
Niya-atha warrior,M,Fey,forest
Nkosi,Medium,Humanoid,plains
Nkosi Pridelord,Medium,Humanoid,plains
Nkosi War Ostrich,Large,Beast,
Noble,Medium,Humanoid,urban
Noble (A5E),Medium,Humanoid,"Grassland, Hills, Settlement"
noctiny,Medium,Humanoid,
Nodosaurus,Large,Beast,
Noth-Norren,Gargantuan,Elemental,
Nothic,Medium,Aberration,"dungeon, ruins, urban"
Noxious Savageclaw,Medium,Aberration,"cave, dungeon, underground"
Nullicorn,L,Aberration,badlands
Nycaloth,Large,Fiend,"dungeon, planar"
Nyctli,Tiny,Fey,
Nyctli Swarm,Large Swarm,Fey,
"Nymph, Mountain",Medium,Fey,
Oaken sentinel,H,Plant,forest
Oasis Keeper,Huge,Monstrosity,
Obeleric,M,Aberration,"hills, mountains"
Obsidian Drake,Huge,Dragon,"mountain, planar"
Obsidian Golem,Large,Construct,"dungeon, ruins, urban"
Obsidian ophidian,H,Elemental,mountains
obzedat ghost,Medium,Undead,
Ochre Jelly,Large,Ooze,dungeon
Octopus,Small,Beast,aquatic
Octopus (A5E),Tiny,Beast,Water
Oculo Swarm,Large Swarm,Aberration,"ruins,underground"
Offal walker,M,Undead,any
OgrÃ©moch,Huge,Elemental,
Ogre (A5E),Large,Giant,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Swamp, Tundra"
"Ogre Chieftain, Corrupted",Large,Giant,"badlands,hills,ruins,underground"
Ogre Flesh Heap (A5E),Large,Undead,"Ruin, Shadowfell, Temple, Tomb"
Ogre Mage (A5E),Large,Giant,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Swamp, Tundra"
Ogre Shaman,Large,Giant,"dungeon, forest, mountain, swamp"
Ogre Warchief,Large,Giant,"dungeon, forest, mountain, swamp"
Ogre Zombie,Large,Undead,"dungeon, forest, mountain, swamp"
Ogre Zombie (A5E),Large,Undead,"Ruin, Shadowfell, Temple, Tomb"
"Ogre, alleybasher",L,Giant,urban
"Ogre, cunning artisan",L,Giant,mountains
"Ogre, kadag",L,Giant,"badlands, mountains"
"Ogre, One-Horned",Large,Giant,
"Ogre, rainforest",L,Giant,forest
"Ogre, rockchewer",H,Giant,"badlands, hills, mountains"
"Ogre, void blessed",L,Giant,"badlands, farmland, urban"
Ogrekin (A5E),Medium,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Swamp, Tundra"
Ogrepede,Huge,Undead,
Old salt,M,Undead,"coastal, urban"
Olhydra,Huge,Elemental,
Oliphaunt,Gargantuan,Beast,
Olive Slime,Large,Plant,underground
Olive Slime Zombie,Medium,Plant,underground
One-Eyed Shiver,Medium,Humanoid,"aquatic, cave, coast, grassland, swamp, underground"
One-Headed Clockwork Dragon,Large,Construct,
One-Horned Ogre,Large,Giant,
Oni,Large,Giant,"dungeon, grassland, ruins, urban"
Oni Magus,Large,Giant (shapechanger),
"Oni, Bakeneko",Small,Fiend (shapechanger),
"Oni, Go-zu",Large,Giant (shapechanger),
"Oni, Yeren",Large,Giant (shapechanger),"forests, mountains"
Onyx Magistrate,Large,Construct,
Oozasis,Gargantuan,Ooze,"desert,marshes"
Ooze Master,Huge,Undead,
"Ooze, leavesrot",L,Ooze,forest
"Ooze, manure",M,Ooze,farmland
"Ooze, scintillating",L,Ooze,"farmland, underground, urban"
"Ooze, shoal",G,Ooze,underwater
"Ooze, sinkhole",G,Ooze,"grassland, hills, underground"
"Ooze, sinoper",M,Ooze,urban
"Ooze, snow",H,Ooze,arctic
Ophanim,Large,Celestial,
Ophidiotaur,Large,Monstrosity,
Ophinix,Large,Monstrosity,
Ophio Fungus,Huge,Plant,
Orc,Medium,Humanoid,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
Orc Berserker,Medium,Humanoid,
Orc Blade of Ilneval,Medium,Humanoid,"forest, grassland, mountain, underground"
Orc Claw of Luthic,Medium,Humanoid,"mountain, underground"
Orc Eye of Gruumsh,Medium,Humanoid,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
Orc Hand of Gruumsh,Medium,Humanoid,
Orc Hand of Yurtrus,Medium,Humanoid,"forest, grassland, mountain, underground"
Orc Red Fang of Shargaas,Medium,Humanoid,"forest, grassland, mountain, underground, urban"
Orc War Chief,Medium,Humanoid,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
"Orc, Black Sun",Medium,Humanoid,
"Orc, Green Abyss",Medium,Humanoid,
Orcish Wildling Minstrel (A5E),Medium,Humanoid,"Feywild, Forest, Settlement"
Orcus,Huge,Fiend,
Oreioth,Medium,Elemental,
Origami Warrior,Medium,Construct,
Ork Urk (A5E),Medium,Humanoid,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Swamp, Tundra"
Orniraptor,Small,Monstrosity,
Orobas Devil,Large,Fiend,
Orog,Medium,Humanoid,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
Orphan of the Black,Small,Fey,
Orthrus,Medium,Monstrosity,
Ortifex,Medium,Undead,
Orzhov giant,Large,Giant,
Ostinato,Medium,Aberration,"ruins,underground"
Oth,Large,Aberration,
Otterfolk,Small,Humanoid,
Otyugh (A5E),Large,Aberration,"Caverns, Laboratory, Ruin, Sewer, Swamp"
Ouroban,Medium,Humanoid,
Ouroboros,Huge,Dragon,
Overgrowth Ghoul,Medium,Undead,"forest, swamp"
Overshadow,Large,Undead,
Owl,Tiny,Beast,"forest, urban"
Owl (A5E),Tiny,Beast,Forest
Owl Harpy,Medium,Monstrosity,
Owlbear,Large,Monstrosity,"forest, mountain"
Owlbear (A5E),Large,Monstrosity,"Feywild, Forest, Hills, Jungle, Mountains"
Owlbear Matron,Large,Monstrosity,
Owlbear Recluse (A5E),Large,Monstrosity,"Feywild, Forest, Hills, Jungle, Mountains"
Pact Devil,Large,Fiend,
Pact Drake,Small,Dragon,
Pact Lich,Medium,Undead,
Painted phantasm,M,Construct,urban
Pal-Rai-Yuk,Huge,Monstrosity,
Pale Hand Reaver,Medium,Humanoid,
Pale Screamer,Medium,Aberration,
Pamahandi,Small,Fey,
Panther,Medium,Beast,forest
Panther (A5E),Medium,Beast,"Forest, Jungle"
Paper Drake,Small,Dragon,urban
Paper Golem,Tiny,Construct,
Paper Golem Swarm,Medium,Constructs,
Papinijuwari,Huge,Giant,
Parzz'val,Large,Aberration,
Parzz’val,Large,Aberration,
Pattern Dancer,Medium,Humanoid,
Peat Mammoth,Huge,Plant,
Pech Lithlord,Small,Elemental,
Pech Stonemaster,Small,Elemental,
"Pech, Lithlord",Small,Elemental,
"Pech, Stonemaster",Small,Elemental,
Pegasus,Large,Celestial,mountain
Pegasus (A5E),Large,Celestial,"Astral Plane, Feywild, Forest, Hills, Mountains"
Pelagic blush worm,G,Monstrosity,underwater
Peluda Drake,Large,Dragon,
Penanggalen,Medium,Undead,
Pentadrone,Large,Construct,planar
Percival de Rolo,Medium,Humanoid (human),
Peri,S,Elemental,mountains
Peryton,Large,Monstrosity,mountain
Peryton (A5E),Large,Monstrosity,"Forest, Hills, Mountains, Settlement"
Pescavitus,S,Celestial,underwater
Pestie,Small,Fey,underground
Pestilence swarm,Medium Swarm,Beast,
Phantom,Medium,Undead,
Phantom Warrior,Medium,Undead,
Pharblex Spattergoo,Medium,Humanoid,
Phase giant,Huge,Giant,
Phase Monster (A5E),Large,Monstrosity,"Grassland, Hills"
Phase Spider,Large,Monstrosity,"cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground"
Phase Spider (A5E),Large,Monstrosity,"Astral Plane, Caverns, Ethereal Plane, Feywild, Grassland, Mountains, Ruin, Shadowfell"
Phelddagrif,Huge,Celestial,
Philosopher's Ghost,Medium,Ooze,
Phoenixborn,M,Humanoid,planar
Phoenixborn sorcerer,M,Humanoid,planar
Phoori Beastmaster,Medium,Humanoid,
Phoori Dark Shaman,Medium,Humanoid,
Phoori Death Adder,Medium,Humanoid,
Phycomid,Small,Plant,underground
Piasa,Large,Dragon,
Pidlewick II,Small,Construct,
Piercer,Medium,Monstrosity,"cave, underground"
Piercer (A5E),Small,Monstrosity,Caverns
Pike Trickfoot,Small,Humanoid (gnome),
Pillar of Lost Magocracy,Huge,Construct,
Pillar of the Lost Magocracy,Huge,Construct,
Pine Doom,Huge,Plant,
Pipefox,Tiny,Monstrosity,
Pirate (A5E),Medium,Humanoid,Water
Pirate Axe Thrower,Medium,Humanoid,
Pirate Captain (A5E),Medium,Humanoid,Water
Pirate Chain Swinger,Medium,Humanoid,
Pisacha,Medium,Fiend,
Pishacha,Medium,Fiend,
Pit Fiend,Large,Fiend,"dungeon, planar"
Pit Fiend (A5E),Large,Fiend,Hell
Pit Fiend General (A5E),Huge,Fiend,Hell
Pit Fiend General Pit Fiend Variant (A5E),Huge,Fiend (Devil),
Pixie,Tiny,Fey,"coast, forest, grassland, swamp"
Pixie (A5E),Tiny,Fey,"Feywild, Forest, Swamp"
Pixie’s Umbrella,Small,Plant,
Pixiu,Large,Monstrosity,
Plague Nomad,Medium,Humanoid,
Plague Spirit,Medium,Fey,
Plainscow,Large,Beast,
Planetar,Large,Celestial,planar
Plaresh,Medium,Fiends,
Platinum Golem,Large,Construct,
Plauge Spirit,Medium,Fey,
Pleiosaurus (A5E),Large,Beast,"forests, plains, desert"
Plesiosaurus,Large,Beast,aquatic
Plesiosaurus (A5E),Large,Beast,"Plane of Water, Water"
Poisonous Fire Snake,Small,Fiend,planar
Poisonous Kamadan,Large,Monstrosity,
Poisonous Snake,Tiny,Beast,"desert, forest, grassland, swamp"
Poisonous Snake (A5E),Tiny,Beast,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Sewer, Swamp, Tomb, Water"
Polar Bear,Large,Beast,"arctic, cave"
Polar Bear (A5E),Large,Beast,Tundra
Polar Eidolon,Huge,Elemental,
Polong,Medium,Undead,
Poltergeist,Medium,Undead,"dungeon, ruins, urban"
Pombero,Medium,Fey,forests
Pony,Medium,Beast,grassland
Porcellina,T,Beast,badlands
Possessed Pillar,Large,Construct,"desert,urban"
Precognitive Mage,Medium,Humanoid,
Preta,Medium,Undead,
Priest,Medium,Humanoid,urban
Priest (A5E),Medium,Humanoid,"Desert, Hills, Settlement, Temple"
Priest of Blight,Medium,Humanoid,
Primal Oozer,Medium,Aberration,
Primordial matriarch,G,Elemental,"mountains, planar"
Primordial surge,G,Elemental,any
Prince of the Pale Hand,Medium,Humanoid,
Prismatic Beetle Swarm,Medium,Beast,forests
Pseudodragon,Tiny,Dragon,urban
Pseudodragon (A5E),Tiny,Dragon,"Desert, Forest, Jungle, Mountains, Swamp"
Psoglav,Large,Fiend,
Psoglav Demon,Large,Fiend,
Psychic Vampire,Medium,Undead,
Pteranodon,Medium,Beast,mountain
Pteranodon (A5E),Large,Beast,"Grassland, Jungle, Mountains, Swamp"
Púca,L,Fey,"farmland, forest"
Puffinfolk,S,Humanoid,coastal
Pugilist (A5E),Medium,Humanoid,"Mountains, Settlement"
Pumpkin King,Huge,Fey,
Purple Slime,Large,Ooze,
Purple Worm,Gargantuan,Monstrosity,underground
Purple Worm (A5E),Gargantuan,Monstrosity,"Caverns, Mountains"
Purple Wormling,Large,Monstrosity,
Pustulent Shambler,Gargantuan,Ooze,
Pustuloid,Small,Fiend,
Putrescent slime,Medium,Ooze,
Putrid Haunt,Medium,Undead,marshes
Pyrefly,Tiny,Elemental,"forest, grassland"
Pyrohydra (A5E),Huge,Monstrosity,"Caverns, Plane of Water, Swamp, Water"
Pyrolisk,Small,Monstrosity,underground
Pyrrhic podthrower,S,Plant,forest
Qiqirn,Small,Monstrosity,
"Qiqirn, Tormented",Large,Fiend,
Quadricorn,Large,Monstrosity,grassland
Quadrone,Medium,Construct,planar
Quagga,M,Monstrosity,"badlands, grassland"
Quaggoth,Medium,Humanoid,"dungeon, urban"
Quaggoth Spore Servant,Medium,Plant,underground
Quasit,Tiny,Fiend,"dungeon, planar"
Quasit (A5E),Tiny,Fiend,Abyss
Quasit Familiar (A5E),Tiny,Fiend,Abyss
Quasity Familiar Quasit Variant (A5E),Tiny,Fiend (Demon),
Queen of Birds,Large,Fey,
Queen of Cats,Large,Fey,
Queen Of Night And Magic,Medium,Fey,
Queen of Serpents,Medium,Fey,
Queen Of Witches,Large,Fey,
Quickling,Tiny,Fey,forest
quickserpent,Large,Beast,
Quickstep,Small,Fey,
Quickwood,Huge,Plant,"forest, mountain"
Quiet Soul,Medium,Undead,
Quipper,Tiny,Beast,aquatic
Quipper (A5E),Tiny,Beast,"Sewer, Water"
Qumdaq,S,Elemental,"badlands, desert"
Quoreq,Medium,Aberration,
Quyrua,Large,Monstrosity,"rivers, coastal"
Qwyllion,Medium,Aberration,
Radiant Idol,Large,Celestial,
Radiant Spark Swarm,Medium Swarm,Elemental,
Rafflesian,S,Plant,"farmland, forest"
Rageipede,Small,Beast,
Rahadin,Medium,Humanoid,
Rak Tulkhesh,Huge,Fiend,
Rakdos,Huge,Fiend,
rakdos Lampooner,Medium,Humanoid,
Rakdos Performer,Medium,Humanoid,
Rakshasa,Medium,Fiend,"planar, urban"
Rakshasa (A5E),Medium,Fiend,"Abyss, Desert, Forest, Grassland, Hell, Hills, Jungle, Settlement, Swamp"
Rakshasa Ambari,Huge,Undead,forests
Rakshasa Honor Guard,Medium,Fiend,
Rakshasa Infiltrator,Medium,Fiend,
Rakshasa Raja,Medium,Fiend,
Rakshasa Swordspirit,Medium,Fiend,
"Rakshasa, Greater",Medium,Fiend,
"Rakshasa, Maharaja",Medium,Fiend (Shapechanger),
"Rakshasa, myrmidon",M,Fiend,"any, planar"
"Rakshasa, pustakam",S,Fiend,"any, planar"
"Rakshasa, servitor",M,Fiend,"any, planar"
"Rakshasa, slayer",M,Fiend,urban
Ramag,Medium,Humanoid,"plains,urban"
Ramag Portal Master,Medium,Humanoid,
Rat,Tiny,Beast,"arctic, cave, coast, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Rat (A5E),Tiny,Beast,"Caverns, Forest, Ruin, Settlement, Sewer, Swamp"
Rat Hermit,Medium,Humanoid,
Rat King,Medium,Monstrosity,"ruins,underground,urban"
Ratatosk,Tiny,Celestial,forests
Ratatosk Warlord,Small,Celestial,
Ratfolk,Small,Humanoid,"ruins,underground,urban"
Ratfolk Mercenary,Small,Humanoid,
Ratfolk rogue,Small,Humanoid,"ruins,underground,urban"
Ratfolk Warlock,Small,Humanoid,
Rath Modar,Medium,Humanoid,
Rattok,Small,Fiend,
Ravager Slaughter Lord,Large,Humanoid,
Ravager Stabby-Stabber,Small,Humanoid (any),
Raven,Tiny,Beast,"forest, grassland"
Raven (A5E),Tiny,Beast,"Forest, Swamp"
Ravenala,Large,Plant,forests
Ravenfolk Doom Croaker,Medium,Humanoid,
Ravenfolk Scout,Medium,Humanoid,"forests,hills,urban"
Ravenfolk Warrior,Medium,Humanoid,"forests,hills,urban"
Ravenfolk Warrior - Lack of Runes,Medium,Humanoid,"forests, hills, urban"
"Ravenfolk, Doom Croaker",Medium,Humanoid,"forests,hills,urban"
Razorleaf,Medium,Plant,
Reckoner,Medium,Humanoid,
Red Chimera,Medium,Humanoid,
Red Dracolisk,Large,Dragon,
Red Dragon Wyrmling,Medium,Dragon,mountain
Red Dragon Wyrmling (A5E),Medium,Dragon,Mountains
Red Great Wyrm (A5E),Gargantuan,Dragon,"volcano, mountains"
Red Great Wyrm Spellcaster (A5E),Gargantuan,Dragon,"volcano, mountains"
Red Hag,Medium,Fey,
Red Headed Centipede,Tiny,Beast,
Red Jester,Medium,Undead,
Red Slaad,Large,Aberration,planar
Red-Banded Line Spider,Tiny,Beast,
Redcap,Medium,Fey,"forest, grassland, swamp,hills"
Redhead Vampire Spawn (A5E),Medium,Undead,
Reef Shark,Medium,Beast,aquatic
Reef Shark (A5E),Medium,Beast,Water
Regional Chimera Variant (A5E),Large,Monstrosity,
Relentless hound,M,Undead,"farmland, underground, urban"
Remnant Chosen,Medium,Humanoid (any),
Remnant Cultist,Medium,Humanoid (any),
Remorhaz,Huge,Monstrosity,arctic
Remorhaz (A5E),Huge,Monstrosity,"Mountains, Tundra"
Remorhaz Spawn (A5E),Large,Monstrosity,"Mountains, Tundra"
Repository,Medium,Construct,
rescinous frog,Small,Beast,
Resinous Frog,Small,Beast,
